Identifier ,Term,Also known as,See Also,Definition ,Notes/Additional Info,External Identifier,External Version Number ,License ,Source,Link 
fairsem:80,Activity,,,Set of actions carried out within a process,,,V2.4,CC-BY 4.0,EOSC hub,https://confluence.egi.eu/display/EOSC/EOSC+hub+Glossary
fairsem:81,Assessment,,,Set of actions to evaluate the capability level of a process or the overall maturity level of a management system,,,V2.4,CC-BY 4.0,EOSC hub,https://confluence.egi.eu/display/EOSC/EOSC+hub+Glossary
fairsem:82,Audit,,,"Systematic, independent and documented process for obtaining audit evidence and evaluating it objectively to determine the extent to which the audit criteria are fulfilled","Note 1: Audit evidence is typically based on documented information, information provided during an audit interview, and information gathered through observation; Note 2: Audit criteria may be based on requirements from a management system (including policies, processes and procedures), agreements (including service level agreements and underpinning agreements), contracts, standards or legislation; Note 3: An audit may be an internal audit, if it is conducted under the direct responsibility of the organisation or federation that is subject to the audit, or an external audit, if it is conducted by an external party; Note 4: Both internal and external audits should be conducted by skilled and experienced auditors, and auditors should not audit their own work or areas of responsibilities to ensure the impartiality of the results.",,V2.4,CC-BY 4.0,EOSC hub,https://confluence.egi.eu/display/EOSC/EOSC+hub+Glossary
fairsem:83,Availability,,,Ability of a service or service component to fulfil its intended function at a specific time or over a specific period of time,,,V2.4,CC-BY 4.0,EOSC hub,https://confluence.egi.eu/display/EOSC/EOSC+hub+Glossary
fairsem:84,Capability level,,,Achieved level of effectiveness of an individual process or general aspect of management,,,V2.4,CC-BY 4.0,EOSC hub,https://confluence.egi.eu/display/EOSC/EOSC+hub+Glossary
fairsem:85,Capacity,,,Maximum extent to which a certain element of the infrastructure (such as a configuration item)can be used,Note: This might mean the total disk capacity or network bandwidth. It could also be the maximum transaction throughput of a system.,,V2.4,CC-BY 4.0,EOSC hub,https://confluence.egi.eu/display/EOSC/EOSC+hub+Glossary
fairsem:86,Change,,,"Alteration (such as addition, removal, modification, replacement) of a configuration item (CI)",,,V2.4,CC-BY 4.0,EOSC hub,https://confluence.egi.eu/display/EOSC/EOSC+hub+Glossary
fairsem:87,Classification,,,"Assignment of items to defined groups based on common attributes, relations or other criteria","Note 1: Items that are subject to classification may include documents, records (such as incident records or change records), services, configuration items (Cis), etc. Defined groups may include categories (such as incident categories or change categories; Note 2: The act of classification often comprises the application of more than one classification scheme. For instance, an incident record might be assigned to a technical incident category such as ‘software related’, ‘network related’, etc., and also to a priority level like ‘low priority’, ‘medium priority’, etc. The assignment of various incidents, service requests, changes and problems to an affected CI is also a classification; Note 3: Besides the presentation and analysis of relationships, classification is often used as input for controlling the workflow of a process, e.g. by assigning a priority level to an incident.",,V2.4,CC-BY 4.0,EOSC hub,https://confluence.egi.eu/display/EOSC/EOSC+hub+Glossary
fairsem:88,Closure,,,Final activity in a workflow of a process to indicate no further action is required for a specific case,"Note: Cases that are subject to closure may include incidents, problems, service requests or changes. The activity of closure puts the connected record (such as the incident record, problem record, service request record or change record) in its final status, usually called ‘closed’.",,V2.4,CC-BY 4.0,EOSC hub,https://confluence.egi.eu/display/EOSC/EOSC+hub+Glossary
fairsem:89,Competence,,,"Sum of knowledge, skills and experience that an individual or group needs to effectively take on a specific role",,,V2.4,CC-BY 4.0,EOSC hub,https://confluence.egi.eu/display/EOSC/EOSC+hub+Glossary
fairsem:90,Confidentiality of information,,,Property of information not being accessible to unauthorized parties,,,V2.4,CC-BY 4.0,EOSC hub,https://confluence.egi.eu/display/EOSC/EOSC+hub+Glossary
fairsem:91,Conformity,,,Extent to which requirements are met in some context,"Note: In the context of FitSM, the term compliance is generally used as a synonym for conformity. However, sometimes conformity is used in the context of adherence to internal regulations and requirements as defined by policies, processes and procedures, while compliance is used in the context of adherence to external requirements, such as laws, standards and contracts.",,V2.4,CC-BY 4.0,EOSC hub,https://confluence.egi.eu/display/EOSC/EOSC+hub+Glossary
fairsem:92,Configuration,,,"State of a specified set of attributes, relationships and other relevant properties of one or more configuration items (Cis)","Note: The documented configuration of a number of CIs at a given point in time is called a configuration baseline, which is usually taken prior to the deployment of one or more changes to these CIs in the live environment.",,V2.4,CC-BY 4.0,EOSC hub,https://confluence.egi.eu/display/EOSC/EOSC+hub+Glossary
fairsem:93,Configuration item (CI),,,"Element that contributes to the delivery of one or more services or service components, therefore requiring control of its configuration","Note 1: CIs can vary widely, from technical components (e.g. computer hardware, network components, software) to non-technical items such as documents (e.g. service level agreements, manuals, license documentation); Note 2: The data necessary for effective control of a CI is stored in a CI record. In addition to attributes of the CI, the CI record likely includes information on relationships it has with other CIs, service components and services. CI records are stored in a configuration management database (CMDB)",,V2.4,CC-BY 4.0,EOSC hub,https://confluence.egi.eu/display/EOSC/EOSC+hub+Glossary
fairsem:94,Configuration management database (CMDB),,,Store for data about configuration items (CIs),Note: A CMDB is not necessarily a single database covering all configuration items (Cis) it may rather be composed of multiple physical data stores.,,V2.4,CC-BY 4.0,EOSC hub,https://confluence.egi.eu/display/EOSC/EOSC+hub+Glossary
fairsem:95,Continuity,,,"Property of a service to maintain all or parts of its functionality, even in exceptional circumstances","Note: Exceptional circumstances include emergencies, crises or disasters which affect the ability to provide services over extended periods of time.",,V2.4,CC-BY 4.0,EOSC hub,https://confluence.egi.eu/display/EOSC/EOSC+hub+Glossary
fairsem:96,Customer,,,Organisation or part of an organisation that commissions a service provider in order to receive one or more services,Note: A customer usually represents a number of users.,,V2.4,CC-BY 4.0,EOSC hub,https://confluence.egi.eu/display/EOSC/EOSC+hub+Glossary
fairsem:97,Document,,,Information and its supporting medium,"Note: Examples of documents include policies, plans, process descriptions, procedures, service level agreements, contracts or records of activities performed.",,V2.4,CC-BY 4.0,EOSC hub,https://confluence.egi.eu/display/EOSC/EOSC+hub+Glossary
fairsem:98,Effectiveness,,,Extent to which goals and expectations are met,"Note: In a management system, effectiveness is mostly measured against the defined goals of the processes that are subject to this system.",,V2.4,CC-BY 4.0,EOSC hub,https://confluence.egi.eu/display/EOSC/EOSC+hub+Glossary
fairsem:99,Efficiency,,,Degree of ability to meet goals and expectations with minimum consumption of resources,"Note 1: In a management system, efficiency is mostly considered in the context of the processes that are subject to this system; Note 2: Resources may be human, technical, informational or financial.",,V2.4,CC-BY 4.0,EOSC hub,https://confluence.egi.eu/display/EOSC/EOSC+hub+Glossary
fairsem:417,Triple Store,,,"A triple store is a purpose-built database for the storage and retrieval of triples through semantic queries. Unlike a relational database, a triplestore is optimised for the storage and retrieval of triples. In addition to queries, triples can usually be imported/exported using RDF and other formats.",Source: Wikipedia.org - http://en.wikipedia.org/wiki/Triplestore,,,"© European Union, 1995-2019; Reuse is authorised, provided the source is acknowledged.",EU Open Data Portal ,https://data.europa.eu/euodp/en/glossary
